iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
IRN,Asia,Iran,9/15/2020,407353,2705,2320.143,23453,140,130.143,4790.767,31.813,27.287,275.824,1.647,1.531,1.2
IRN,Asia,Iran,9/16/2020,410334,2981,2415.571,23632,179,137.571,4825.826,35.059,28.409,277.929,2.105,1.618,1.22
IRN,Asia,Iran,9/17/2020,413149,2815,2523,23808,176,144.286,4858.932,33.106,29.672,279.999,2.07,1.697,1.21
IRN,Asia,Iran,9/18/2020,416198,3049,2628.143,23952,144,148.429,4894.791,35.858,30.909,281.693,1.694,1.746,1.22
IRN,Asia,Iran,9/19/2020,419043,2845,2729,24118,166,155.571,4928.25,33.459,32.095,283.645,1.952,1.83,1.23
IRN,Asia,Iran,9/20/2020,422140,3097,2873,24301,183,163.429,4964.673,36.423,33.789,285.797,2.152,1.922,1.25
IRN,Asia,Iran,9/21/2020,425481,3341,2976.143,24478,177,166.429,5003.966,39.293,35.002,287.879,2.082,1.957,1.26
IRN,Asia,Iran,9/22/2020,429193,3712,3120,24656,178,171.857,5047.622,43.656,36.693,289.972,2.093,2.021,1.26
IRN,Asia,Iran,9/23/2020,432798,3605,3209.143,24840,184,172.571,5090.019,42.397,37.742,292.136,2.164,2.03,1.21
IRN,Asia,Iran,9/24/2020,436319,3521,3310,25015,175,172.429,5131.428,41.41,38.928,294.195,2.058,2.028,1.17
IRN,Asia,Iran,9/25/2020,439882,3563,3383.429,25222,207,181.429,5173.332,41.903,39.792,296.629,2.434,2.134,1.15
IRN,Asia,Iran,9/26/2020,443086,3204,3434.714,25394,172,182.286,5211.013,37.681,40.395,298.652,2.023,2.144,1.12
IRN,Asia,Iran,9/27/2020,446448,3362,3472.571,25589,195,184,5250.553,39.54,40.84,300.945,2.293,2.164,1.12
IRN,Asia,Iran,9/28/2020,449960,3512,3497,25779,190,185.857,5291.857,41.304,41.127,303.18,2.235,2.186,1.11
IRN,Asia,Iran,9/29/2020,453637,3677,3492,25986,207,190,5335.101,43.244,41.068,305.614,2.434,2.235,1.09
IRN,Asia,Iran,9/30/2020,457219,3582,3488.714,26169,183,189.857,5377.228,42.127,41.03,307.766,2.152,2.233,1.08
IRN,Asia,Iran,10/1/2020,461044,3825,3532.143,26380,211,195,5422.212,44.985,41.541,310.248,2.482,2.293,1.08
IRN,Asia,Iran,10/2/2020,464596,3552,3530.571,26567,187,192.143,5463.987,41.774,41.522,312.447,2.199,2.26,1.07
IRN,Asia,Iran,10/3/2020,468119,3523,3576.143,26746,179,193.143,5505.42,41.433,42.058,314.552,2.105,2.272,1.1
IRN,Asia,Iran,10/4/2020,471772,3653,3617.714,26957,211,195.429,5548.382,42.962,42.547,317.034,2.482,2.298,1.12
IRN,Asia,Iran,10/5/2020,475674,3902,3673.429,27192,235,201.857,5594.272,45.89,43.202,319.798,2.764,2.374,1.12
IRN,Asia,Iran,10/6/2020,479825,4151,3741.143,27419,227,204.714,5643.091,48.819,43.999,322.467,2.67,2.408,1.12
IRN,Asia,Iran,10/7/2020,483844,4019,3803.571,27658,239,212.714,5690.357,47.266,44.733,325.278,2.811,2.502,1.1
IRN,Asia,Iran,10/8/2020,488236,4392,3884.571,27888,230,215.429,5742.01,51.653,45.685,327.983,2.705,2.534,1.11
IRN,Asia,Iran,10/9/2020,492378,4142,3968.857,28098,210,218.714,5790.723,48.713,46.677,330.453,2.47,2.572,1.09
IRN,Asia,Iran,10/10/2020,496253,3875,4019.143,28293,195,221,5836.296,45.573,47.268,332.746,2.293,2.599,1.08
IRN,Asia,Iran,10/11/2020,500075,3822,4043.286,28544,251,226.714,5881.245,44.949,47.552,335.698,2.952,2.666,1.08
IRN,Asia,Iran,10/12/2020,504281,4206,4086.714,28816,272,232,5930.711,49.466,48.063,338.897,3.199,2.728,1.09
IRN,Asia,Iran,10/13/2020,508389,4108,4080.571,29070,254,235.857,5979.024,48.313,47.99,341.884,2.987,2.774,1.08
IRN,Asia,Iran,10/14/2020,513219,4830,4196.429,29349,279,241.571,6035.828,56.804,49.353,345.166,3.281,2.841,1.12
IRN,Asia,Iran,10/15/2020,517835,4616,4228.429,29605,256,245.286,6090.116,54.288,49.729,348.176,3.011,2.885,1.1
IRN,Asia,Iran,10/16/2020,522387,4552,4287,29870,265,253.143,6143.651,53.535,50.418,351.293,3.117,2.977,1.08
IRN,Asia,Iran,10/17/2020,526490,4103,4319.571,30123,253,261.429,6191.905,48.254,50.801,354.268,2.975,3.075,1.05
IRN,Asia,Iran,10/18/2020,530380,3890,4329.286,30375,252,261.571,6237.654,45.749,50.916,357.232,2.964,3.076,1.04
IRN,Asia,Iran,10/19/2020,534631,4251,4335.714,30712,337,270.857,6287.649,49.995,50.991,361.195,3.963,3.185,1.08
IRN,Asia,Iran,10/20/2020,539670,5039,4468.714,31034,322,280.571,6346.911,59.262,52.555,364.982,3.787,3.3,1.16
IRN,Asia,Iran,10/21/2020,545286,5616,4581,31346,312,285.286,6412.96,66.048,53.876,368.652,3.669,3.355,1.22
IRN,Asia,Iran,10/22/2020,550757,5471,4703.143,31650,304,292.143,6477.303,64.343,55.312,372.227,3.575,3.436,1.22
IRN,Asia,Iran,10/23/2020,556891,6134,4929.143,31985,335,302.143,6549.443,72.14,57.97,376.167,3.94,3.553,1.27
IRN,Asia,Iran,10/24/2020,562705,5814,5173.571,32320,335,313.857,6617.82,68.377,60.845,380.107,3.94,3.691,1.27
IRN,Asia,Iran,10/25/2020,568896,6191,5502.286,32616,296,320.143,6690.63,72.811,64.711,383.588,3.481,3.765,1.27
IRN,Asia,Iran,10/26/2020,574856,5960,5746.429,32953,337,320.143,6760.724,70.094,67.582,387.551,3.963,3.765,1.24
IRN,Asia,Iran,10/27/2020,581824,6968,6022,33299,346,323.571,6842.673,81.949,70.823,391.62,4.069,3.805,1.26
IRN,Asia,Iran,10/28/2020,588648,6824,6194.571,33714,415,338.286,6922.928,80.255,72.853,396.501,4.881,3.978,1.27
IRN,Asia,Iran,10/29/2020,596941,8293,6597.714,34113,399,351.857,7020.46,97.532,77.594,401.194,4.693,4.138,1.33
IRN,Asia,Iran,10/30/2020,604952,8011,6865.857,34478,365,356.143,7114.675,94.215,80.747,405.486,4.293,4.188,1.31
IRN,Asia,Iran,10/31/2020,612772,7820,7152.429,34864,386,363.429,7206.644,91.969,84.118,410.026,4.54,4.274,1.28
IRN,Asia,Iran,11/1/2020,620491,7719,7370.714,35298,434,383.143,7297.425,90.781,86.685,415.13,5.104,4.506,1.25
IRN,Asia,Iran,11/2/2020,628780,8289,7703.429,35738,440,397.857,7394.91,97.485,90.598,420.305,5.175,4.679,1.24
IRN,Asia,Iran,11/3/2020,637712,8932,7984,36160,422,408.714,7499.956,105.047,93.898,425.268,4.963,4.807,1.22
IRN,Asia,Iran,11/4/2020,646164,8452,8216.571,36579,419,409.286,7599.358,99.402,96.633,430.196,4.928,4.813,1.18
IRN,Asia,Iran,11/5/2020,654936,8772,8285,36985,406,410.286,7702.523,103.165,97.438,434.97,4.775,4.825,1.17
IRN,Asia,Iran,11/6/2020,663800,8864,8406.857,37409,424,418.714,7806.77,104.247,98.871,439.957,4.987,4.924,1.18
IRN,Asia,Iran,11/7/2020,673250,9450,8639.714,37832,423,424,7917.909,111.139,101.609,444.932,4.975,4.987,1.22
IRN,Asia,Iran,11/8/2020,682486,9236,8856.429,38291,459,427.571,8026.531,108.622,104.158,450.33,5.398,5.029,1.23
IRN,Asia,Iran,11/9/2020,692949,10463,9167,38749,458,430.143,8149.584,123.052,107.811,455.716,5.386,5.059,1.25
IRN,Asia,Iran,11/10/2020,703288,10339,9368,39202,453,434.571,8271.178,121.594,110.174,461.044,5.328,5.111,1.23
IRN,Asia,Iran,11/11/2020,715068,11780,9843.429,39664,462,440.714,8409.719,138.541,115.766,466.477,5.433,5.183,1.25
IRN,Asia,Iran,11/12/2020,726585,11517,10235.571,40121,457,448,8545.168,135.448,120.378,471.852,5.375,5.269,1.23
IRN,Asia,Iran,11/13/2020,738322,11737,10646,40582,461,453.286,8683.203,138.036,125.205,477.274,5.422,5.331,1.22
IRN,Asia,Iran,11/14/2020,749525,11203,10896.429,41034,452,457.429,8814.959,131.755,128.15,482.59,5.316,5.38,1.22
IRN,Asia,Iran,11/15/2020,762068,12543,11368.857,41493,459,457.429,8962.473,147.515,133.706,487.988,5.398,5.38,1.25
IRN,Asia,Iran,11/16/2020,775121,13053,11738.857,41979,486,461.429,9115.986,153.513,138.057,493.704,5.716,5.427,1.24
IRN,Asia,Iran,11/17/2020,788473,13352,12169.286,42461,482,465.571,9273.015,157.029,143.12,499.372,5.669,5.475,1.21
IRN,Asia,Iran,11/18/2020,801894,13421,12403.714,42941,480,468.143,9430.856,157.841,145.877,505.017,5.645,5.506,1.17
IRN,Asia,Iran,11/19/2020,815117,13223,12647.429,43417,476,470.857,9586.368,155.512,148.743,510.615,5.598,5.538,1.14
IRN,Asia,Iran,11/20/2020,828377,13260,12865,43896,479,473.429,9742.315,155.947,151.302,516.249,5.633,5.568,1.13
IRN,Asia,Iran,11/21/2020,841308,12931,13111.857,44327,431,470.429,9894.393,152.078,154.205,521.318,5.069,5.533,1.12
IRN,Asia,Iran,11/22/2020,854361,13053,13184.714,44802,475,472.714,10047.906,153.513,155.062,526.904,5.586,5.559,1.11
IRN,Asia,Iran,11/23/2020,866821,12460,13100,45255,453,468,10194.445,146.539,154.066,532.232,5.328,5.504,1.08
IRN,Asia,Iran,11/24/2020,880542,13721,13152.714,45738,483,468.143,10355.814,161.369,154.685,537.912,5.68,5.506,1.08
IRN,Asia,Iran,11/25/2020,894385,13843,13213,46207,469,466.571,10518.617,162.804,155.394,543.428,5.516,5.487,1.08
IRN,Asia,Iran,11/26/2020,908346,13961,13318.429,46689,482,467.429,10682.809,164.192,156.634,549.097,5.669,5.497,1.07
IRN,Asia,Iran,11/27/2020,922397,14051,13431.429,47095,406,457,10848.059,165.25,157.963,553.871,4.775,5.375,1.07
IRN,Asia,Iran,11/28/2020,935799,13402,13498.714,47486,391,451.286,11005.676,157.617,158.755,558.47,4.598,5.307,1.06
IRN,Asia,Iran,11/29/2020,948749,12950,13484,47874,388,438.857,11157.978,152.301,158.582,563.033,4.563,5.161,1.04
IRN,Asia,Iran,11/30/2020,962070,13321,13607,48246,372,427.286,11314.642,156.665,160.028,567.408,4.375,5.025,1.04
IRN,Asia,Iran,12/1/2020,975951,13881,13629.857,48628,382,412.857,11477.893,163.251,160.297,571.901,4.493,4.855,1.03
IRN,Asia,Iran,12/2/2020,989572,13621,13598.143,48990,362,397.571,11638.086,160.193,159.924,576.158,4.257,4.676,1.01
IRN,Asia,Iran,12/3/2020,1003494,13922,13592.571,49348,358,379.857,11801.819,163.733,159.859,580.368,4.21,4.467,1
IRN,Asia,Iran,12/4/2020,1016835,13341,13491.143,49695,347,371.429,11958.718,156.9,158.666,584.449,4.081,4.368,0.98
IRN,Asia,Iran,12/5/2020,1028986,12151,13312.429,50016,321,361.429,12101.623,142.905,156.564,588.225,3.775,4.251,0.95
IRN,Asia,Iran,12/6/2020,1040547,11561,13114,50310,294,348,12237.589,135.966,154.23,591.682,3.458,4.093,0.91
IRN,Asia,Iran,12/7/2020,1051374,10827,12757.714,50594,284,335.429,12364.922,127.333,150.04,595.022,3.34,3.945,0.87
IRN,Asia,Iran,12/8/2020,1062397,11023,12349.429,50917,323,327,12494.561,129.638,145.238,598.821,3.799,3.846,0.84
IRN,Asia,Iran,12/9/2020,1072620,10223,11864,51212,295,317.429,12614.791,120.23,139.529,602.29,3.469,3.733,0.82
IRN,Asia,Iran,12/10/2020,1083023,10403,11361.286,51496,284,306.857,12737.137,122.347,133.617,605.63,3.34,3.609,0.81
IRN,Asia,Iran,12/11/2020,1092407,9384,10796,51727,231,290.286,12847.5,110.363,126.969,608.347,2.717,3.414,0.78
IRN,Asia,Iran,12/12/2020,1100818,8411,10261.714,51949,222,276.143,12946.42,98.919,120.685,610.958,2.611,3.248,0.76
IRN,Asia,Iran,12/13/2020,1108269,7451,9674.571,52196,247,269.429,13034.049,87.629,113.78,613.863,2.905,3.169,0.74
IRN,Asia,Iran,12/14/2020,1115770,7501,9199.429,52447,251,264.714,13122.266,88.217,108.192,616.815,2.952,3.113,0.74
IRN,Asia,Iran,12/15/2020,1123474,7704,8725.286,52670,223,250.429,13212.871,90.605,102.616,619.437,2.623,2.945,0.74
IRN,Asia,Iran,12/16/2020,1131077,7603,8351,52883,213,238.714,13302.287,89.417,98.214,621.943,2.505,2.807,0.75
IRN,Asia,Iran,12/17/2020,1138530,7453,7929.571,53095,212,228.429,13389.94,87.653,93.258,624.436,2.493,2.686,0.75
IRN,Asia,Iran,12/18/2020,1145651,7121,7606.286,53273,178,220.857,13473.688,83.748,89.455,626.529,2.093,2.597,0.76
IRN,Asia,Iran,12/19/2020,1152072,6421,7322,53448,175,214.143,13549.204,75.516,86.112,628.587,2.058,2.518,0.76
IRN,Asia,Iran,12/20/2020,1158384,6312,7159.286,53625,177,204.143,13623.438,74.234,84.198,630.669,2.082,2.401,0.77
IRN,Asia,Iran,12/21/2020,1164535,6151,6966.429,53816,191,195.571,13695.778,72.34,81.93,632.915,2.246,2.3,0.77
IRN,Asia,Iran,12/22/2020,1170743,6208,6752.714,54003,187,190.429,13768.788,73.011,79.417,635.115,2.199,2.24,0.77
IRN,Asia,Iran,12/23/2020,1177004,6261,6561,54156,153,181.857,13842.422,73.634,77.162,636.914,1.799,2.139,0.79
IRN,Asia,Iran,12/24/2020,1183182,6178,6378.857,54308,152,173.286,13915.08,72.658,75.02,638.702,1.788,2.038,0.8
IRN,Asia,Iran,12/25/2020,1189203,6021,6221.714,54440,132,166.714,13985.891,70.811,73.172,640.254,1.552,1.961,0.82
IRN,Asia,Iran,12/26/2020,1194963,5760,6127.286,54574,134,160.857,14053.633,67.742,72.061,641.83,1.576,1.892,0.84
IRN,Asia,Iran,12/27/2020,1200465,5502,6011.571,54693,119,152.571,14118.341,64.708,70.7,643.229,1.4,1.794,0.86
IRN,Asia,Iran,12/28/2020,1206373,5908,5976.857,54814,121,142.571,14187.823,69.482,70.292,644.652,1.423,1.677,0.88
IRN,Asia,Iran,12/29/2020,1212481,6108,5962.571,54946,132,134.714,14259.658,71.835,70.124,646.205,1.552,1.584,0.91
IRN,Asia,Iran,12/30/2020,1218753,6272,5964.143,55095,149,134.143,14333.421,73.763,70.143,647.957,1.752,1.578,0.93
IRN,Asia,Iran,12/31/2020,1225142,6389,5994.286,55223,128,130.714,14408.56,75.139,70.497,649.463,1.505,1.537,0.95
IRN,Asia,Iran,1/1/2021,1231429,6287,6032.286,55337,114,128.143,14482.5,73.94,70.944,650.803,1.341,1.507,0.96
IRN,Asia,Iran,1/2/2021,1237474,6045,6073,55438,101,123.429,14553.593,71.094,71.423,651.991,1.188,1.452,0.97
IRN,Asia,Iran,1/3/2021,1243434,5960,6138.429,55540,102,121,14623.687,70.094,72.192,653.191,1.2,1.423,0.97
IRN,Asia,Iran,1/4/2021,1249507,6073,6162,55650,110,119.429,14695.11,71.423,72.47,654.484,1.294,1.405,0.97
IRN,Asia,Iran,1/5/2021,1255620,6113,6162.714,55748,98,114.571,14767.004,71.893,72.478,655.637,1.153,1.347,0.96
IRN,Asia,Iran,1/6/2021,1261903,6283,6164.286,55830,82,105,14840.896,73.893,72.496,656.601,0.964,1.235,0.97
IRN,Asia,Iran,1/7/2021,1268263,6360,6160.143,55933,103,101.429,14915.694,74.798,72.448,657.813,1.211,1.193,0.98
IRN,Asia,Iran,1/8/2021,1274514,6251,6155,56018,85,97.286,14989.211,73.516,72.387,658.812,1,1.144,0.98
IRN,Asia,Iran,1/9/2021,1280438,5924,6137.714,56100,82,94.571,15058.881,69.671,72.184,659.777,0.964,1.112,0.99
IRN,Asia,Iran,1/10/2021,1286406,5968,6138.857,56171,71,90.143,15129.069,70.188,72.197,660.612,0.835,1.06,1
IRN,Asia,Iran,1/11/2021,1292614,6208,6158.143,56262,91,87.429,15202.08,73.011,72.424,661.682,1.07,1.028,1.01
IRN,Asia,Iran,1/12/2021,1299022,6408,6200.286,56360,98,87.429,15277.443,75.363,72.92,662.835,1.153,1.028,1.01
IRN,Asia,Iran,1/13/2021,1305339,6317,6205.143,56457,97,89.571,15351.735,74.293,72.977,663.975,1.141,1.053,1
IRN,Asia,Iran,1/14/2021,1311810,6471,6221,56538,81,86.429,15427.839,76.104,73.163,664.928,0.953,1.016,1.01
IRN,Asia,Iran,1/15/2021,1318295,6485,6254.429,56621,83,86.143,15504.107,76.268,73.557,665.904,0.976,1.013,1.01
IRN,Asia,Iran,1/16/2021,1324395,6100,6279.571,56717,96,88.143,15575.848,71.74,73.852,667.033,1.129,1.037,1
IRN,Asia,Iran,1/17/2021,1330411,6016,6286.429,56803,86,90.286,15646.6,70.753,73.933,668.045,1.011,1.062,0.99
IRN,Asia,Iran,1/18/2021,1336217,5806,6229,56886,83,89.143,15714.883,68.283,73.258,669.021,0.976,1.048,0.96
IRN,Asia,Iran,1/19/2021,1342134,5917,6158.857,56973,87,87.571,15784.471,69.588,72.433,670.044,1.023,1.03,0.96
IRN,Asia,Iran,1/20/2021,1348316,6182,6139.571,57057,84,85.714,15857.176,72.705,72.206,671.032,0.988,1.008,0.97
IRN,Asia,Iran,1/21/2021,1354520,6204,6101.429,57150,93,87.429,15930.139,72.964,71.757,672.126,1.094,1.028,0.99
IRN,Asia,Iran,1/22/2021,1360852,6332,6079.571,57225,75,86.286,16004.608,74.469,71.5,673.008,0.882,1.015,1.01
IRN,Asia,Iran,1/23/2021,1367032,6180,6091,57294,69,82.429,16077.29,72.681,71.635,673.819,0.811,0.969,1.02
IRN,Asia,Iran,1/24/2021,1372977,5945,6080.857,57383,89,82.857,16147.207,69.918,71.515,674.866,1.047,0.974,1.02
IRN,Asia,Iran,1/25/2021,1379286,6309,6152.714,57481,98,85,16221.406,74.198,72.36,676.018,1.153,1,1.02
IRN,Asia,Iran,1/26/2021,1385706,6420,6224.571,57560,79,83.857,16296.909,75.504,73.205,676.947,0.929,0.986,1.02
IRN,Asia,Iran,1/27/2021,1392314,6608,6285.429,57651,91,84.857,16374.624,77.715,73.921,678.018,1.07,0.998,1.03
IRN,Asia,Iran,1/28/2021,1398841,6527,6331.571,57736,85,83.714,16451.387,76.762,74.464,679.017,1,0.985,1.03
IRN,Asia,Iran,1/29/2021,1405414,6573,6366,57807,71,83.143,16528.69,77.303,74.869,679.852,0.835,0.978,1.03
IRN,Asia,Iran,1/30/2021,1411731,6317,6385.571,57889,82,85,16602.982,74.293,75.099,680.817,0.964,1,1.04
IRN,Asia,Iran,1/31/2021,1417999,6268,6431.714,57959,70,82.286,16676.699,73.716,75.642,681.64,0.823,0.968,1.04
IRN,Asia,Iran,2/1/2021,1424596,6597,6472.857,58038,79,79.571,16754.284,77.586,76.126,682.569,0.929,0.936,1.04
IRN,Asia,Iran,2/2/2021,1431416,6820,6530,58110,72,78.571,16834.492,80.208,76.798,683.416,0.847,0.924,1.04
IRN,Asia,Iran,2/3/2021,1438286,6870,6567.429,58189,79,76.857,16915.288,80.796,77.238,684.345,0.929,0.904,1.05
IRN,Asia,Iran,2/4/2021,1445326,7040,6640.714,58256,67,74.286,16998.084,82.796,78.1,685.133,0.788,0.874,1.06
IRN,Asia,Iran,2/5/2021,1452380,7054,6709.429,58336,80,75.571,17081.044,82.96,78.908,686.074,0.941,0.889,1.07
IRN,Asia,Iran,2/6/2021,1459370,6990,6805.571,58412,76,74.714,17163.252,82.207,80.038,686.968,0.894,0.879,1.09
IRN,Asia,Iran,2/7/2021,1466435,7065,6919.429,58469,57,72.857,17246.341,83.09,81.378,687.638,0.67,0.857,1.09
IRN,Asia,Iran,2/8/2021,1473756,7321,7022.857,58536,67,71.143,17332.441,86.1,82.594,688.426,0.788,0.837,1.08
IRN,Asia,Iran,2/9/2021,1481396,7640,7140,58625,89,73.571,17422.293,89.852,83.972,689.473,1.047,0.865,1.08
IRN,Asia,Iran,2/10/2021,1488981,7585,7242.143,58686,61,71,17511.498,89.205,85.173,690.19,0.717,0.835,1.06
IRN,Asia,Iran,2/11/2021,1496455,7474,7304.143,58751,65,70.714,17599.398,87.9,85.902,690.954,0.764,0.832,1.05
IRN,Asia,Iran,2/12/2021,1503753,7298,7339,58809,58,67.571,17685.228,85.83,86.312,691.637,0.682,0.795,1.05
IRN,Asia,Iran,2/13/2021,1510873,7120,7357.571,58883,74,67.286,17768.964,83.736,86.53,692.507,0.87,0.791,1.05
IRN,Asia,Iran,2/14/2021,1518263,7390,7404,58945,62,68,17855.876,86.912,87.076,693.236,0.729,0.8,1.07
IRN,Asia,Iran,2/15/2021,1526023,7760,7466.714,59028,83,70.286,17947.139,91.263,87.814,694.212,0.976,0.827,1.07
IRN,Asia,Iran,2/16/2021,1534034,8011,7519.714,59117,89,70.286,18041.354,94.215,88.437,695.259,1.047,0.827,1.07
IRN,Asia,Iran,2/17/2021,1542076,8042,7585,59184,67,71.143,18135.934,94.58,89.205,696.047,0.788,0.837,1.06
IRN,Asia,Iran,2/18/2021,1550142,8066,7669.571,59264,80,73.286,18230.796,94.862,90.2,696.988,0.941,0.862,1.07
IRN,Asia,Iran,2/19/2021,1558159,8017,7772.286,59341,77,76,18325.082,94.286,91.408,697.893,0.906,0.894,1.07
IRN,Asia,Iran,2/20/2021,1566081,7922,7886.857,59409,68,75.143,18418.25,93.168,92.755,698.693,0.8,0.884,1.08
IRN,Asia,Iran,2/21/2021,1574012,7931,7964.143,59483,74,76.857,18511.525,93.274,93.664,699.563,0.87,0.904,1.07
IRN,Asia,Iran,2/22/2021,1582275,8263,8036,59572,89,77.714,18608.704,97.179,94.509,700.61,1.047,0.914,1.06
IRN,Asia,Iran,2/23/2021,1590605,8330,8081.571,59663,91,78,18706.671,97.967,95.045,701.68,1.07,0.917,1.04
IRN,Asia,Iran,2/24/2021,1598875,8270,8114.143,59736,73,78.857,18803.932,97.261,95.428,702.539,0.859,0.927,1.03
IRN,Asia,Iran,2/25/2021,1607081,8206,8134.143,59830,94,80.857,18900.44,96.509,95.663,703.644,1.106,0.951,1.03
IRN,Asia,Iran,2/26/2021,1615184,8103,8146.429,59899,69,79.714,18995.737,95.297,95.808,704.456,0.811,0.937,1.03
IRN,Asia,Iran,2/27/2021,1623159,7975,8154,59980,81,81.571,19089.529,93.792,95.897,705.408,0.953,0.959,1.04
IRN,Asia,Iran,2/28/2021,1631169,8010,8165.286,60073,93,84.286,19183.733,94.203,96.03,706.502,1.094,0.991,1.05
IRN,Asia,Iran,3/1/2021,1639679,8510,8200.571,60181,108,87,19283.816,100.084,96.445,707.772,1.27,1.023,1.04
IRN,Asia,Iran,3/2/2021,1648174,8495,8224.143,60267,86,86.286,19383.724,99.907,96.722,708.784,1.011,1.015,1.02
IRN,Asia,Iran,3/3/2021,1656699,8525,8260.571,60353,86,88.143,19483.984,100.26,97.15,709.795,1.011,1.037,1.02
IRN,Asia,Iran,3/4/2021,1665103,8404,8288.857,60431,78,85.857,19582.821,98.837,97.483,710.712,0.917,1.01,1.02
IRN,Asia,Iran,3/5/2021,1673470,8367,8326.571,60512,81,87.571,19681.223,98.402,97.927,711.665,0.953,1.03,1.03
IRN,Asia,Iran,3/6/2021,1681682,8212,8360.429,60594,82,87.714,19777.802,96.579,98.325,712.629,0.964,1.032,1.03
IRN,Asia,Iran,3/7/2021,1689692,8010,8360.429,60687,93,87.714,19872.006,94.203,98.325,713.723,1.094,1.032,1.02
IRN,Asia,Iran,3/8/2021,1698005,8313,8332.286,60786,99,86.429,19969.773,97.767,97.994,714.888,1.164,1.016,1.01
IRN,Asia,Iran,3/9/2021,1706559,8554,8340.714,60867,81,85.714,20070.374,100.601,98.093,715.84,0.953,1.008,1
IRN,Asia,Iran,3/10/2021,1715162,8603,8351.857,60928,61,82.143,20171.551,101.178,98.224,716.558,0.717,0.966,0.99
IRN,Asia,Iran,3/11/2021,1723470,8308,8338.143,61016,88,83.571,20269.259,97.708,98.063,717.592,1.035,0.983,0.99
IRN,Asia,Iran,3/12/2021,1731558,8088,8298.286,61069,53,79.571,20364.38,95.121,97.594,718.216,0.623,0.936,0.99
IRN,Asia,Iran,3/13/2021,1739360,7802,8239.714,61142,73,78.286,20456.137,91.757,96.905,719.074,0.859,0.921,0.99
IRN,Asia,Iran,3/14/2021,1746953,7593,8180.143,61230,88,77.571,20545.437,89.299,96.204,720.109,1.035,0.912,0.98
IRN,Asia,Iran,3/15/2021,1754933,7980,8132.571,61330,100,77.714,20639.287,93.851,95.645,721.285,1.176,0.914,0.97
IRN,Asia,Iran,3/16/2021,1763313,8380,8107.714,61427,97,80,20737.842,98.555,95.353,722.426,1.141,0.941,0.96
IRN,Asia,Iran,3/17/2021,1771115,7802,7993.286,61492,65,80.571,20829.599,91.757,94.007,723.191,0.764,0.948,0.93
IRN,Asia,Iran,3/18/2021,1778645,7530,7882.143,61581,89,80.714,20918.158,88.558,92.7,724.237,1.047,0.949,0.93
IRN,Asia,Iran,3/19/2021,1786265,7620,7815.286,61649,68,82.857,21007.774,89.617,91.913,725.037,0.8,0.974,0.96
IRN,Asia,Iran,3/20/2021,1793805,7540,7777.857,61724,75,83.143,21096.45,88.676,91.473,725.919,0.882,0.978,0.98
IRN,Asia,Iran,3/21/2021,1801065,7260,7730.286,61797,73,81,21181.833,85.383,90.914,726.778,0.859,0.953,0.97
IRN,Asia,Iran,3/22/2021,1808422,7357,7641.286,61877,80,78.143,21268.357,86.524,89.867,727.718,0.941,0.919,0.94
IRN,Asia,Iran,3/23/2021,1815712,7290,7485.571,61951,74,74.857,21354.092,85.736,88.036,728.589,0.87,0.88,0.92
IRN,Asia,Iran,3/24/2021,1823317,7605,7457.429,62045,94,79,21443.533,89.44,87.705,729.694,1.106,0.929,0.95
IRN,Asia,Iran,3/25/2021,1830823,7506,7454,62142,97,80.143,21531.809,88.276,87.664,730.835,1.141,0.943,0.98
IRN,Asia,Iran,3/26/2021,1838803,7980,7505.429,62223,81,82,21625.659,93.851,88.269,731.788,0.953,0.964,1.05
IRN,Asia,Iran,3/27/2021,1846923,8120,7588.286,62308,85,83.429,21721.156,95.497,89.244,732.787,1,0.981,1.12
IRN,Asia,Iran,3/28/2021,1855674,8751,7801.286,62397,89,85.714,21824.075,102.918,91.749,733.834,1.047,1.008,1.17
IRN,Asia,Iran,3/29/2021,1864984,9310,8080.286,62478,81,85.857,21933.567,109.492,95.03,734.787,0.953,1.01,1.18
IRN,Asia,Iran,3/30/2021,1875234,10250,8503.143,62569,91,88.286,22054.114,120.547,100.003,735.857,1.07,1.038,1.19
IRN,Asia,Iran,3/31/2021,1885564,10330,8892.429,62665,96,88.571,22175.603,121.488,104.581,736.986,1.129,1.042,1.21
IRN,Asia,Iran,4/1/2021,1897314,11750,9498.714,62759,94,88.143,22313.791,138.189,111.712,738.091,1.106,1.037,1.27
IRN,Asia,Iran,4/2/2021,1908974,11660,10024.429,62876,117,93.286,22450.921,137.13,117.895,739.467,1.376,1.097,1.29
IRN,Asia,Iran,4/3/2021,1920394,11420,10495.857,62999,123,98.714,22585.229,134.307,123.439,740.914,1.447,1.161,1.31
IRN,Asia,Iran,4/4/2021,1932074,11680,10914.286,63160,161,109,22722.594,137.365,128.36,742.807,1.893,1.282,1.34
IRN,Asia,Iran,4/5/2021,1945964,13890,11568.571,63332,172,122,22885.951,163.356,136.055,744.83,2.023,1.435,1.42
IRN,Asia,Iran,4/6/2021,1963394,17430,12594.286,63506,174,133.857,23090.94,204.989,148.118,746.877,2.046,1.574,1.54
